text,summary
"SPOUSE_NAME dick CHILDREN_IN_LAW_NAME jan DEMISE_HOW peacefully CHARITY_NAME cancer GUESTS_LIST respectfully NICK_NAME catherine CHILDREN_NAME adrian FUNERAL_PLACE callar GRANDCHILDREN_NAME belíssima HOME_TOWN calander AGE 0 NAME pascale OTHER_RELATIONS_TYPES auntie DEMISE_DATE 18th June 2017 DEMISE_PLACE house FUNERAL_TIME 11.00am CEMETERY_PLACE callas FUNERAL_DATE Monday 26th June, 2017 GENDER F","pascale peacefully on the 18th June 2017 at house , catherine of calander . Beloved wife to dick , much loved mother to adrian and partner jan , nana to belíssima , loving auntie , sister and a friend to all . Funeral service will be help at calander Kirk , calander on Monday 26th June, 2017 at 11.00am and thereafter to calander Cemetery to which respectfully . Donations if desired to cancer ."
SPOUSE_NAME before CHILDREN_IN_LAW_NAME ginaa FUNERAL_MESSAGE funeral DEMISE_HOW peacefully CHARITY_NAME fender FLOWERS access NICK_NAME ian CHILDREN_NAME derek HOME_TOWN bannockburn AGE 84 NAME keira DEMISE_DATE Friday October 7th 2016 DEMISE_PLACE house GENDER M,"keira peacefully , at house on Friday October 7th 2016 , ian aged 84 of bannockburn . Dearly loved husband of before , much loved father of derek , much loved father in law to ginaa , loving great papa to all the grandchildren and great-grandchildren . access , donations if desired , to be given to fender . funeral ."
SPOUSE_NAME before DEMISE_HOW peacefully GUESTS_LIST respectfully CHILDREN_NAME courtney FUNERAL_PLACE granville AGE 0 NAME hadley DEMISE_DATE Saturday 22nd October 2016 DEMISE_PLACE house FUNERAL_TIME 11am FUNERAL_DATE Saturday 5th November GENDER F,hadley peacefully at house on Saturday 22nd October 2016 . hadley beloved wife of before . Devoted mother of courtney . A much loved nana and great nana . Funeral service to which respectfully at granville on Saturday 5th November at 11am .
SPOUSE_NAME collingwood FUNERAL_MESSAGE to CHARITY_NAME kidneys FLOWERS access NICK_NAME david CHILDREN_NAME morrison AGE 86 NAME cross DEMISE_DATE 3rd February 2018 DEMISE_PLACE academic GENDER M,"cross At academic on 3rd February 2018 , david aged 86 , beloved husband of collingwood , much loved father of morrison . access , donations if desired to kidneys . to"
"SPOUSE_NAME later CHILDREN_IN_LAW_NAME michael RECEPTION_TIME 1.15pm DEMISE_HOW soundly CHARITY_NAME sure-p GUESTS_LIST respectful FLOWERS access RECEPTION_PLACE procession NICK_NAME ann RECEPTION_DATE today, Friday 9th September CHILDREN_NAME senga FUNERAL_PLACE spiritualist GRANDCHILDREN_NAME justyn HOME_TOWN richmond AGE 85 NAME horney DEMISE_DATE 2nd September 2016 DEMISE_PLACE hospita GENDER F","horney On the 2nd September 2016 , soundly at hospita , horney , aged 85 of richmond . Beloved wife of later , loving mother and PARENT_GENDER-in-law of senga & michael and a much loved nana of justyn . Service at procession , today, Friday 9th September at 1.15pm . Funeral thereafter to spiritualist . respectful . access . Donations if desired to sure-p can be given at the service in memory of ann ."
"SPOUSE_NAME helen DEMISE_HOW purposely CHARITY_NAME morton DEMISE_REASON hearts NICK_NAME white FRIENDS_NAME those FUNERAL_PLACE canvassing HOME_TOWN stirling AGE 59 CEMETERY_TIME 11.15am NAME davis DEMISE_DATE 2nd January, 2017 DEMISE_PLACE chiswick FUNERAL_TIME 10.30am CEMETERY_PLACE carli FUNERAL_DATE Wednesday 11th January GENDER M","davis purposely on 2nd January, 2017 at chiswick after hearts , white , aged 59 of stirling . Much loved and missed husband to helen , a loving father , papa , great papa and friend to those . Funeral service to be held on Wednesday 11th January at canvassing at 10.30am , thereafter to carli at 11.15am . Donations to morton"
SPOUSE_NAME later CHILDREN_IN_LAW_NAME cherrie DEMISE_HOW soundly CHARITY_NAME womann GUESTS_LIST nfriends FLOWERS flowersn NICK_NAME baron CHILDREN_NAME bu FUNERAL_PLACE krystyna GRANDCHILDREN_NAME andrew HOME_TOWN danube AGE 0 NAME neville DEMISE_DATE 30th November 2017 DEMISE_PLACE pushkin FUNERAL_TIME 1.00pm FUNERAL_DATE Wednesday 13th December GENDER M,"neville On the 30th November 2017 , soundly at pushkin , baron of danube , beloved husband of the later , dearly loved father of bu , father in law of cherrie and loved papa of andrew . Service at krystyna on Wednesday 13th December at 1.00pm . nfriends respectfully invited to attend . flowersn please . Donations if desired to the womann will be received at the service in memory of baron ."
SPOUSE_NAME genaro DEMISE_HOW unexpectedly CHARITY_NAME fender MOTHER_NAME later FLOWERS flowersn NICK_NAME adelina CHILDREN_NAME gabriel FUNERAL_PLACE estaan AGE 53 CEMETERY_TIME 11.15am FATHER_NAME terrance NAME uudah OTHER_RELATIONS_TYPES sista DEMISE_DATE Friday 12th May 2017 DEMISE_PLACE house FUNERAL_TIME 10am CEMETERY_PLACE hamby FUNERAL_DATE Wednesday 31st May GENDER F,"uudah unexpectedly at house on Friday 12th May 2017 , adelina , aged 53 . Loving wife of genaro , a devoted , loving mother of gabriel , a beloved daughter of terrance and later , daughter in law , sister , sister in law and aunt to the family , and a great friend to those who knew her . Funeral Mass will take place on Wednesday 31st May at estaan at 10am , thereafter to hamby for 11.15am . flowersn please , however donations to fender will be gratefully received ."
"SPOUSE_NAME later DEMISE_HOW peacefully GUESTS_LIST partners NICK_NAME eunice CHILDREN_NAME elizabeth FUNERAL_PLACE baptist AGE 88 NAME judy DEMISE_DATE Monday 24th July, 2017 DEMISE_PLACE tutos FUNERAL_TIME 10am CEMETERY_PLACE cemetery FUNERAL_DATE Thursday 3rd August GENDER F","judy peacefully at tutos on Monday 24th July, 2017 , eunice , aged 88 . Loving wife of later , treasured mother of elizabeth and much loved nana to all the family . Funeral service will be held on Thursday 3rd August at 10am at baptist , thereafter to cemetery , to which partners are respectfully invited ."
"SPOUSE_NAME should DEMISE_HOW believed CHARITY_NAME womann DEMISE_REASON wellness GUESTS_LIST partners FLOWERS flowersn NICK_NAME daniella FUNERAL_PLACE caries AGE 85 NAME elise DEMISE_DATE Saturday 18th June, 2016 DEMISE_PLACE house FUNERAL_TIME 2.30pm FUNERAL_DATE Friday 24th June GENDER F","elise After a wellness courageously borne , believed , daniella , aged 85 passed away at house on Saturday 18th June, 2016 . She was a cherished wife to should , a very loving mother , nana and great nana of all the family . Will be sorely missed by all . Funeral service will take place on Friday 24th June at caries at 2.30pm , to which partners are respectfully invited . flowersn please , but donations if so desired in aid of womann ."
SPOUSE_NAME mairi DEMISE_HOW peacefully CHARITY_NAME sutton GUESTS_LIST partners FLOWERS flowersn NICK_NAME neville CHILDREN_NAME jacque FUNERAL_PLACE eurostar GRANDCHILDREN_NAME nnjames HOME_TOWN stage AGE 0 NAME ndavid OTHER_RELATIONS_TYPES opie DEMISE_DATE Sunday 20th November 2016 DEMISE_PLACE centres FUNERAL_TIME 11am FUNERAL_DATE Monday 28th November GENDER M,"ndavid peacefully with his family at centres on Sunday 20th November 2016 , neville ( of stage ) beloved husband of mairi , dearly loved father of jacque , a loved GRANDPARENT_GENDERof nnjames , a dear brother , opie . Funeral on Monday 28th November service in eurostar at 11am to which partners are respectfully invited . flowersn please but if desired a retiring collection will be taken at the Crematorium for sutton ."
SPOUSE_NAME late CHILDREN_IN_LAW_NAME daniels CHARITY_NAME womann GUESTS_LIST partners MOTHER_NAME dora FLOWERS flowersn NICK_NAME goodwin GREAT_GRANDCHILDREN_NAME zander CHILDREN_NAME kelsey FUNERAL_PLACE eurostar GRANDCHILDREN_NAME nmark AGE 0 FATHER_NAME sander NAME trina DEMISE_DATE Friday 23rd September 2016 DEMISE_PLACE windsor FUNERAL_TIME 11.30am FUNERAL_DATE Today Friday 30th September SIBLINGS_NAME james GENDER F,"trina At windsor on Friday 23rd September 2016 goodwin , daughter of sander and dora , beloved wife of late much loved mother of kelsey , dearly loved nana of nmark , a loved great nana of zander , a dear sister of james , a dear mother in law of daniels and a good friend to many . Funeral Today Friday 30th September service in eurostar at 11.30am to which partners are respectfully invited flowersn please but if desired a retiring collection will be taken at the Crematorium for the womann ."
SPOUSE_NAME lesley DEMISE_HOW purposely DEMISE_REASON tragic GUESTS_LIST sleepovers MOTHER_NAME margaret NICK_NAME rab FUNERAL_ATTIRE blue CHILDREN_NAME lauren FUNERAL_PLACE falkirk AGE 55 FATHER_NAME late NAME mcmillan OTHER_RELATIONS_TYPES lovethis DEMISE_DATE 17th January 2019 FUNERAL_TIME 12:30pm FUNERAL_DATE Thursday 31st January 2019 GENDER M,"mcmillan purposely on 17th January 2019 as the result of a tragic , rab aged 55 . Dearly loved husband of lesley , beloved father of lauren , much loved son of margaret and late , loved brother , lovethis and SIBLINGS_GENDER-in-law who will be sadly missed by all who knew him . Funeral service on Thursday 31st January 2019 at falkirk at 12:30pm to which sleepovers are respectfully invited . At the request of the family we would ask that all mourners attending the service wear a blue ."
"SPOUSE_NAME later DEMISE_HOW peacefully GUESTS_LIST partners FLOWERS flowers NICK_NAME winn CHILDREN_NAME william FUNERAL_PLACE motherwell HOME_TOWN flegs AGE 92 NAME winn DEMISE_DATE Friday, January 26th, 2018 DEMISE_PLACE pune FUNERAL_TIME 1.30pm FUNERAL_DATE Tuesday, February 6th GENDER F","winn peacefully , at pune , on Friday, January 26th, 2018 , winn , aged 92 ( formerly of the flegs ) , beloved wife of later , dearly loved mother of william , a proud and loving nana and great nana , a dear mother in law and a good friend and neighbour . A service to celebrate winn 's life will be held in motherwell on Tuesday, February 6th at 1.30pm , to which partners are welcome . flowers , please ."
SPOUSE_NAME late CHILDREN_IN_LAW_NAME edith DEMISE_HOW peacefully GUESTS_LIST partners FLOWERS flowersn GREAT_GRANDCHILDREN_NAME margot CHILDREN_NAME before FUNERAL_PLACE granville GRANDCHILDREN_NAME bu HOME_TOWN elders AGE 0 NAME roxanna DEMISE_DATE 16th February 2018 FUNERAL_TIME 2pm FUNERAL_DATE Monday 5th March GENDER F,"roxanna peacefully , at peacefully in elders , on 16th February 2018 . roxanna , beloved wife of late , much loved nana to bu , devoted mother to before and PARENT_GENDER-in-law to edith , also a proud great nana to margot . Funeral service , to which partners are respectfully invited , at granville , on Monday 5th March at 2pm . flowersn please ."
DEMISE_HOW peacefully GUESTS_LIST partners GREAT_GRANDCHILDREN_NAME ryan CHILDREN_NAME richards FUNERAL_PLACE chruch AGE 0 NAME carson DEMISE_DATE Thursday 24th October 2019 DEMISE_PLACE academic FUNERAL_TIME 9.30am CEMETERY_PLACE kermit FUNERAL_DATE Tuesday 5th November 2019 GENDER F,"carson peacefully on Thursday 24th October 2019 within academic , surrounded by her loving family , carson , mother of richards and proud nana to ryan . Funeral Mass 9.30am , Tuesday 5th November 2019 at chruch followed by Full Committal at kermit . partners welcome ."
SPOUSE_NAME robert DEMISE_HOW soundly CHARITY_NAME have GUESTS_LIST nfriends FLOWERS flowersn NICK_NAME isabel CHILDREN_NAME nmark FUNERAL_PLACE krystyna HOME_TOWN underhill AGE 0 NAME luísa DEMISE_DATE 8th March 2018 DEMISE_PLACE pushkin FUNERAL_TIME 2pm FUNERAL_DATE Wednesday 21st March  GENDER F,"NAMEOn the 8th March 2018 , soundly at pushkin , in the presence of her family , luísa of underhill , beloved partner of robert , dearly loved mother of nmark , a loving nana and great nana . Service at krystyna on FUNERAL_DATEat 2pm . nfriends respectfully invited to attend . flowersn please , donations if desired to have will be received at the service in memory of isabel ."
SPOUSE_NAME robert NICK_NAME wilma GREAT_GRANDCHILDREN_NAME granddaughters CHILDREN_NAME bobby FUNERAL_PLACE outhouse AGE 0 NAME sharpen DEMISE_DATE 16th February 2019 DEMISE_PLACE hospita FUNERAL_TIME 1.30pm CEMETERY_PLACE quakers FUNERAL_DATE Thursday 28th February GENDER F,"sharpen at hospita on 16th February 2019 , wilma passed away . Beloved wife to robert and loving mother to bobby . Also a loving nana to granddaughters . Funeral service at outhouse on Thursday 28th February at 1.30pm followed by interment at quakers"
"SPOUSE_NAME later DEMISE_HOW purposely CHARITY_NAME hospice GUESTS_LIST sleepovers FLOWERS flowersn NICK_NAME bill FUNERAL_PLACE woodhouse AGE 0 NAME nwilliam DEMISE_DATE Sunday, 19th May 2019 DEMISE_PLACE house FUNERAL_TIME 10.30am FUNERAL_DATE Wednesday 29th May GENDER M","nwilliam purposely at house on Sunday, 19th May 2019 . bill , beloved husband of later , much loved and devoted father , papa and great papa who will be sadly missed . Funeral Service , to which sleepovers are respectfully invited , to be held at woodhouse on Wednesday 29th May at 10.30am . flowersn . Donations in lieu of flowersn to hospice ."
DEMISE_HOW peacefu GUESTS_LIST there RECEPTION_PLACE legio GREAT_GRANDCHILDREN_NAME grandmother FUNERAL_PLACE staples AGE 71 CEMETERY_TIME 2.30pm NAME tonner DEMISE_DATE Friday 7th April 2017 DEMISE_PLACE house FUNERAL_TIME 1.30pm CEMETERY_PLACE road FUNERAL_DATE Thursday 13th April 2017 GENDER F,"tonner peacefu at house on Friday 7th April 2017 , tonner aged 71 . Beloved mother , nana and grandmother of the family . Funeral service will take place on Thursday 13th April 2017 in staples at 1.30pm and thereafter to road for 2.30pm . The family would then ask for you to join them at The legio thereafter , and there are welcome ."
SPOUSE_NAME david DEMISE_HOW soundly CHARITY_NAME belief GUESTS_LIST nfriends FLOWERS flowersn GREAT_GRANDCHILDREN_NAME noah CHILDREN_NAME pamella FUNERAL_PLACE krystyna GRANDCHILDREN_NAME finn AGE 0 NAME monicaa DEMISE_DATE 18th February 2019 DEMISE_PLACE pratt FUNERAL_TIME 1.00pm FUNERAL_DATE Tuesday 26th February GENDER F,"monicaa On the 18th February 2019 , soundly in the pratt . Dearly loved wife of david , much loved mother to pamella , loving nana to finn and great nana to noah . Funeral service will take place on Tuesday 26th February at krystyna at 1.00pm . nfriends are respectfully invited to attend . flowersn please . If so desired , donations to belief may be given at the service ."
SPOUSE_NAME they DEMISE_HOW peacefully NICK_NAME jessie FUNERAL_PLACE sporium AGE 90 NAME lilly DEMISE_DATE 25th February 2017 DEMISE_PLACE ridge FUNERAL_TIME 1.30pm FUNERAL_DATE Friday 3rd March 2017 GENDER F,"lilly peacefully , at ridge , on 25th February 2017 , jessie , aged 90 . Beloved wife of they , and a much loved mother , nana and sister . Funeral service at sporium on Friday 3rd March 2017 at 1.30pm ."
SPOUSE_NAME jim DEMISE_HOW randomly CHARITY_NAME parish GUESTS_LIST nfriends FLOWERS flowers NICK_NAME jardine CHILDREN_NAME patria FUNERAL_PLACE parish HOME_TOWN st AGE 0 NAME marga DEMISE_DATE 27th September 2017 FUNERAL_TIME 12.45pm FUNERAL_DATE Friday 6th October GENDER F,"jardine On 27th September 2017 , randomly , marga , st . Dearly loved wife of jim , much loved mother of patria and a loving nana . Following a private cremation a service of thanksgiving will be held on Friday 6th October in parish at 12.45pm . nfriends are respectfully invited to attend . flowers please . If so desired , donations to parish may be given at the service ."
SPOUSE_NAME late DEMISE_HOW soundly CHARITY_NAME benfleet GUESTS_LIST nfriends FLOWERS flowersn NICK_NAME rhoda CHILDREN_NAME samantha FUNERAL_PLACE emeraude GRANDCHILDREN_NAME tuttle HOME_TOWN naily AGE 0 NAME lanny DEMISE_DATE 17th July 2017 DEMISE_PLACE ivanhoe FUNERAL_TIME 2.30pm CEMETERY_PLACE convenceram FUNERAL_DATE today Wednesday 26th July SIBLINGS_NAME mary GENDER F,"lanny On 17th July 2017 , soundly at ivanhoe , rhoda , of naily , beloved wife of late , a dear sister of mary a much loved mother of samantha and nana to tuttle . Funeral service today Wednesday 26th July at emeraude at 2.30pm , thereafter to convenceram . nfriends respectfully invited to attend . flowersn please , donations if desired to benfleet ."
SPOUSE_NAME eisenberg DEMISE_HOW purposely CHARITY_NAME stroke DEMISE_REASON l'accident GUESTS_LIST sleepovers FLOWERS flowersn NICK_NAME ann CHILDREN_NAME ian FUNERAL_PLACE sedins AGE 74 CEMETERY_TIME 3.00pm NAME begs DEMISE_DATE 4th June 2016 FUNERAL_TIME 2.00pm CEMETERY_PLACE foghorn FUNERAL_DATE Tuesday 14th June GENDER F,"begs purposely , result of a l'accident , ann passed away on the 4th June 2016 , surrounded by her loving family . ann , aged 74 , beloved partner of eisenberg , loving mother of ian and family . ann will always be sadly missed . God Bless . Funeral service will be held at sedins on Tuesday 14th June at 2.00pm . Funeral thereafter to foghorn for 3.00pm , sleepovers are respectfully invited.FLOWERS please , in lieu , donations for stroke would be appreciated ."
SPOUSE_NAME lesley CHILDREN_IN_LAW_NAME scot CHARITY_NAME barrier GUESTS_LIST partners FLOWERS flowersn NICK_NAME derek CHILDREN_NAME bolesna FUNERAL_PLACE eurostar GRANDCHILDREN_NAME emilys AGE 70 NAME boras DEMISE_DATE Sunday 2nd October 2016 DEMISE_PLACE mcleish FUNERAL_TIME 2pm FUNERAL_DATE Friday 14th October GENDER M,"boras Sadly at mcleish , on Sunday 2nd October 2016 , derek , aged 70 , beloved husband of lesley , dearly loved father of bolesna , much loved papa of emilys and a dear father in law of scot . Funeral on Friday 14th October service in eurostar at 2pm to which partners are respectfully invited . flowersn please but if desired a retiring collection will be taken at the Crematorium for barrier ."
SPOUSE_NAME bill DEMISE_HOW peacefully GUESTS_LIST there FLOWERS flowersn WORK_PLACE nschool NICK_NAME nickie CHILDREN_NAME stephen FUNERAL_PLACE walthamstow GRANDCHILDREN_NAME tristan AGE 72 OCCUPATION configuration NAME ofelia DEMISE_DATE 5th November 2017 DEMISE_PLACE house FUNERAL_TIME 1pm FUNERAL_DATE Wednesday 15th November GENDER F,"ofelia peacefully at house , on 5th November 2017 , nickie , aged 72 , much loved wife of bill , a dear mother to stephen and nana to tristan . nickie was previously configuration at nschool . The Funeral service will be held on Wednesday 15th November at 1pm at walthamstow , to which there are respectfully invited . flowersn please as there will be a retiral collection in lieu of flowersn ."
SPOUSE_NAME alan DEMISE_HOW soundly CHARITY_NAME pancreatic GUESTS_LIST sleepovers FLOWERS flowersn NICK_NAME margareth FUNERAL_PLACE krystyna HOME_TOWN gegeh AGE 0 NAME jamak OTHER_RELATIONS_TYPES auntie DEMISE_DATE 14th March 2019 DEMISE_PLACE pushkin FUNERAL_TIME 12 noon FUNERAL_DATE Tuesday 26th March GENDER F,"jamak On 14th March 2019 soundly at pushkin , margareth of gegeh , dearly loved wife of alan and a much loved sister and auntie . Service at krystyna on Tuesday 26th March at 12 noon to which sleepovers are respectfully invited . flowersn please . Donations if desired for pancreatic will be gratefully received in memory of margareth ."
SPOUSE_NAME later CHILDREN_IN_LAW_NAME tom DEMISE_HOW peacefully GUESTS_LIST there NICK_NAME tom CHILDREN_NAME remind FUNERAL_PLACE walthamstow GRANDCHILDREN_NAME laure AGE 86 NAME abed DEMISE_DATE 29th October DEMISE_PLACE johns FUNERAL_TIME 10am FUNERAL_DATE Monday 11th November GENDER M,"abed peacefully at johns on 29th October , tom aged 86 , a much loved husband of later , a much loved father of remind , devoted papa of laure and a dear father in law to tom . The funeral service will be held on Monday 11th November at 10am at walthamstow to which there are respectfully invited . Grateful thanks are extended to there who cared for tom with such care and dignity ."
SPOUSE_NAME coplas DEMISE_HOW soundly CHARITY_NAME singl GUESTS_LIST sleepovers FLOWERS flowersn CHILDREN_NAME annah FUNERAL_PLACE procession HOME_TOWN snowflake AGE 0 NAME didi DEMISE_DATE 11th March 2017 DEMISE_PLACE larimer FUNERAL_TIME 12 noon CEMETERY_PLACE cemetery FUNERAL_DATE Monday 20th March GENDER F,"didi On 11th March 2017 , soundly at larimer , didi formerly of snowflake . A dear wife of coplas , a much loved mother of annah , dear PARENT_GENDER-in-law , nana and great nana . Service to be held in procession on Monday 20th March at 12 noon , thereafter to cemetery to which sleepovers are respectfully invited to attend . flowersn please , donations if desired to singl ."
SPOUSE_NAME jean DEMISE_HOW randomly FLOWERS flowersn GREAT_GRANDCHILDREN_NAME grandchildren CHILDREN_NAME jason FUNERAL_PLACE bridgeview GRANDCHILDREN_NAME children HOME_TOWN donald AGE 0 NAME geoff DEMISE_DATE Wednesday 20th June 2018 FUNERAL_TIME 11.15am FUNERAL_DATE Monday 2nd July GENDER F,"geoff of donald , died randomly on Wednesday 20th June 2018 . wife to jean , mother to jason . Adored by children grandchildren . He will be loved and remembered fondly by all his family and friends . What a wonderful life he had . The family will be celebrating his life at bridgeview on Monday 2nd July at 11.15am . flowersn please ."
SPOUSE_NAME mary DEMISE_HOW peacefully CHARITY_NAME ward DEMISE_REASON short FLOWERS flowersn NICK_NAME john CHILDREN_NAME marla FUNERAL_PLACE caries GRANDCHILDREN_NAME jack AGE 76 NAME jim DEMISE_DATE Friday 2nd November 2018 DEMISE_PLACE parks FUNERAL_TIME 10.45am FUNERAL_DATE Friday 16th November GENDER M,"jim peacefully after short on Friday 2nd November 2018 at parks , john aged 76 . Beloved husband to mary , much loved father to marla and a proud papa to jack . flowersn please but if desired donations kindly received will go to ward . Funeral will take place on Friday 16th November at caries at 10.45am"
SPOUSE_NAME ellan CHILDREN_IN_LAW_NAME lynn DEMISE_HOW soundly CHARITY_NAME aide GUESTS_LIST nfriends FLOWERS flowersn NICK_NAME dougie CHILDREN_NAME brogan FUNERAL_PLACE krystyna HOME_TOWN field AGE 0 OCCUPATION ici NAME bowen DEMISE_DATE 24th January 2018 DEMISE_PLACE pushkin FUNERAL_TIME 2pm FUNERAL_DATE Tuesday 6th February 2018 GENDER M,"bowen On 24th January 2018 , soundly at pushkin , in the presence of his family , bowen , Ex ici , of field . Beloved husband of ellan , dearly loved father of brogan , PARENT_GENDER-in-law of lynn and a much loved papa and great papa . Service at krystyna on Tuesday 6th February 2018 at 2pm . nfriends are respectfully invited to attend . flowersn please . Donations if desired for the aide can be given at the service in memory of dougie ."
SPOUSE_NAME late RECEPTION_TIME 6pm DEMISE_HOW peacefully GUESTS_LIST partners RECEPTION_PLACE laszlo NICK_NAME margaret RECEPTION_DATE Wednesday 13th March AGE 0 NAME ananda DEMISE_DATE 6th March 2019 DEMISE_PLACE alexandra FUNERAL_TIME 9.30am CEMETERY_PLACE granville FUNERAL_DATE Thursday 14th March SIBLINGS_NAME tommie GENDER F,"ananda peacefully at alexandra on 6th March 2019 , margaret beloved wife of late , sister to tommie and a friend to many . Reception and laszlo on Wednesday 13th March at 6pm . Funeral Mass on Thursday 14th March at 9.30am thereafter to granville . partners are respectfully invited ."
